threshold,-0.04
positive_rate,0.06438896189224705
n_samples,3805.0
raw_positive_rate,0.06526730075434568
raw_brier_score,0.058329872230315584
raw_log_loss,0.22478467809762456
raw_roc_auc,0.7220558935026007
raw_avg_precision,0.17132051686568103
raw_mean_predicted_prob,0.07267165916891109
raw_precision_at_recall_0.5,0.15548780487804878
raw_precision_at_recall_0.7,0.12315698178664354
raw_precision_at_recall_0.9,0.07421074210742107
cal_positive_rate,0.08262295081967214
cal_brier_score,0.0743538472834779
cal_log_loss,0.31521802228435486
cal_roc_auc,0.6351503908687611
cal_avg_precision,0.1258298958326032
cal_mean_predicted_prob,0.07091553507637958
cal_precision_at_recall_0.5,0.10694698354661791
cal_precision_at_recall_0.7,0.10694698354661791
cal_precision_at_recall_0.9,0.10694698354661791
