bin_mid,mean_predicted,mean_actual,count
0.05,0.06121842470342558,0.045109931766489766,2638
0.15000000000000002,0.1297938202313618,0.16954022988505746,348
0.25,0.2352691810946072,0.3387096774193548,62
0.35000000000000003,0.32674576999368743,0.0,1
