threshold,-0.02
positive_rate,0.2733245729303548
n_samples,3805.0
raw_positive_rate,0.2673007543456871
raw_brier_score,0.1885930781027661
raw_log_loss,0.562123083681394
raw_roc_auc,0.6503803461287081
raw_avg_precision,0.38081698015038495
raw_mean_predicted_prob,0.3072207803269819
raw_precision_at_recall_0.5,0.4092276830491474
raw_precision_at_recall_0.7,0.34314903846153844
raw_precision_at_recall_0.9,0.29184890656063617
cal_positive_rate,0.33049180327868855
cal_brier_score,0.22317705148183037
cal_log_loss,0.6457068429980554
cal_roc_auc,0.6631016510423954
cal_avg_precision,0.46374041231253865
cal_mean_predicted_prob,0.20061918338992885
cal_precision_at_recall_0.5,0.45454545454545453
cal_precision_at_recall_0.7,0.39239332096474955
cal_precision_at_recall_0.9,0.33176312247644685
