bin_mid,mean_predicted,mean_actual,count
0.05,0.08265083924349935,0.0,6
0.15000000000000002,0.1723770190119727,0.11724137931034483,145
0.25,0.2568330130109297,0.19186785260482847,1574
0.35000000000000003,0.344006020157815,0.3532440782698249,971
0.45,0.43554618537277906,0.4232558139534884,215
0.55,0.5448068013861801,0.4897959183673469,98
0.6500000000000001,0.6448585347657263,0.34210526315789475,38
0.75,0.7012288301191818,0.5,2
