bin_mid,mean_predicted,mean_actual,count
0.05,0.0196687384130255,0.014036288942143102,2921
0.15000000000000002,0.1460590382670531,0.0875,80
0.25,0.23495297209671062,0.16666666666666666,30
0.35000000000000003,0.3271639656628037,0.0,15
0.45,0.43072466710663476,0.5,2
