threshold,-0.06
positive_rate,0.01840168243953733
n_samples,3804.0
raw_positive_rate,0.017716535433070866
raw_brier_score,0.017603098858832756
raw_log_loss,0.08511473344327711
raw_roc_auc,0.6949918355228977
raw_avg_precision,0.07203567978322194
raw_mean_predicted_prob,0.026887994077384642
raw_precision_at_recall_0.5,0.06443914081145585
raw_precision_at_recall_0.7,0.020685900925421885
raw_precision_at_recall_0.9,0.02125919869174162
cal_positive_rate,0.019028871391076115
cal_brier_score,0.02008277920367645
cal_log_loss,0.13482483093687403
cal_roc_auc,0.7239188098258561
cal_avg_precision,0.042755773768019645
cal_mean_predicted_prob,0.03291010557194512
cal_precision_at_recall_0.5,0.046583850931677016
cal_precision_at_recall_0.7,0.02218570254724733
cal_precision_at_recall_0.9,0.02218570254724733
