threshold,gate_threshold,gating_mode,n_days,sharpe_gated,sharpe_ungated,sharpe_diff,sharpe_ci_low,sharpe_ci_high,sharpe_p,cvar_improvement,cvar_ci_low,cvar_ci_high,cvar_p
2,0.08,soft,2990,2.0380719077735274,1.9444194235895507,0.09365248418397676,-0.0688746311717999,0.2760169148878739,0.1381,0.012791387160242279,0.009684477353209296,0.015876960139910818,0.0
2,0.1,soft,2990,2.0402211463130846,1.9444194235895507,0.09580172272353393,-0.06333655656594583,0.2750018227439511,0.1266,0.011949413567763273,0.008997090271236963,0.014856000548751722,0.0
2,0.12,soft,2990,2.0394965099132025,1.9444194235895507,0.09507708632365186,-0.0587166568402532,0.26943867579830033,0.1193,0.011133054782771434,0.008313924817102528,0.013852175843753712,0.0
2,0.14,soft,2990,2.0385900972266495,1.9444194235895507,0.09417067363709886,-0.05328216678605167,0.2621621551933883,0.113,0.010275624814954164,0.007629497892638729,0.012826013795620202,0.0
2,0.16,soft,2990,2.03628012365004,1.9444194235895507,0.09186070006048941,-0.04910178404527,0.25540617173498015,0.1075,0.009397640401840289,0.0069323425607590115,0.01177180952253785,0.0
2,0.18,soft,2990,2.0324084741910706,1.9444194235895507,0.08798905060151996,-0.04699692226606545,0.24639113733210455,0.1075,0.00850554509293161,0.006218229768633738,0.010701646540278482,0.0
2,0.2,soft,2990,2.0273216568021164,1.9444194235895507,0.08290223321256573,-0.046327836150009384,0.23631849172755803,0.1091,0.007568000284010175,0.0054645918191611005,0.009608108437812365,0.0
2,0.22,soft,2990,2.021377746024027,1.9444194235895507,0.07695832243447653,-0.046952117878222774,0.2262930747914245,0.1169,0.006580446926966833,0.0046373257330184665,0.008459721435321607,0.0
