bin_mid,mean_predicted,mean_actual,count
0.05,0.06121185959465912,0.04516129032258064,2635
0.15000000000000002,0.129874965253215,0.17002881844380405,347
0.25,0.2352691810946072,0.3387096774193548,62
0.35000000000000003,0.32674576999368743,0.0,1
